Filename,Coupling_eV,Diabatic_E1_Ha,Diabatic_E2_Ha,Energy_Gap_eV,Total_Energy_Ha,Overlap_S12,Interlayer_Dist_Ang,FeFe_Dist_Ang,Min_HeavyDist_Ang,Max_HeavyDist_Ang,NN_Dist_1_Ang,Lateral_Slippage_Ang,dataset,split,J_cdft_eV,log10_J_cdft,dz,dx,dy,cos_theta,cos_4phi,sin_4phi,cos_4psi,sin_4psi,d_lateral,cos_4alpha,sin_4alpha,S12_b3lyp,S12_srsh_singlet,S12_srsh_cation,S12_qchem_truth,J_eht_eV,J_zindo_eV,J_dftb_eV,S12,S12_sq,absS12,log_absS12,log10_Coupling
geom_353.out,0.002993254,-4501.02011787,-4501.02019131,-0.0019984052173891,-9002.04030918,-0.0293245023,8.779732370881948,8.782298030234001,4.799146055943077,14.018108131261007,7.114178982080013,0.2122691393953808,704_systematic,train,0.002993254,-2.523856,8.779767,0.001119755,-0.2119305,-3.828983e-05,0.9969819,-0.0776337,0.9970035,-0.07735703,0.2119335,0.9997767,0.02113261,-1.170484e-05,-1.403491e-06,-3.135558e-07,,1.280689e-06,0.000231298,,-3.135558e-07,9.831723971364003e-14,3.135558e-07,-6.503683776389336,-2.5235663431841697
geom_477.out,0.00298509058,-4501.07173866,-4501.06098638,0.2925845919894427,-9002.132725039999,-0.0039559428,1.967458995454057,9.3125999047105,2.4496552958106164,17.572184513543952,5.704002882895748,9.10239650237348,704_systematic,test,0.002985091,-2.525042,1.967477,9.072879,0.7322327,0.8660158,-0.4909323,0.8711977,-0.4315093,0.9021085,9.102378,0.948565,0.3165825,-0.005251938,-0.005695945,-0.005100969,,0.002088843,0.217458,,-0.005100969,2.6019884738961004e-05,0.005100969,-2.292347315703385,-2.5247516077280716
md_015.out,0.00296060032,-4501.02674676,-4501.10731298,-2.1923196389090065,-9002.13405974,-0.0051312718,4.180265861597429,4.8458393836059,3.25428507662574,11.702659038471086,3.8283459751713926,2.451027673868475,slater_111_md,train,0.002960599,-2.52862,4.180216,1.48283,-1.951781,0.9733755,0.06431455,0.9979297,1.0,-5.690481e-06,2.45117,-0.8562706,0.5165275,0.00178558,0.00168041,0.001604346,-0.005131272,0.006047764,,,0.001604346,2.573926087716e-06,0.001604346,-2.7947019639070376,-2.528326934590361
geom_407.out,0.0029388312,-4501.01136099,-4501.05044327,-1.0634835539920642,-9002.06180426,0.0069460323,4.9343542171843024,8.342510053551809,2.673265411625639,15.542867963305744,5.510726006796292,6.726783960628474,704_systematic,train,0.002938831,-2.531825,4.934255,6.136608,2.755702,0.7070662,0.805692,-0.5923347,-0.4315832,0.9020731,6.72695,-0.1172196,0.993106,-0.002232538,-0.00177575,-0.001571511,,0.0009649112,0.1031457,,-0.001571511,2.469646823121e-06,0.001571511,-2.8036825744574907,-2.5315299027327893
geom_530.out,0.00292250436,-4501.02147335,-4501.11436534,-2.5277210967045143,-9002.13583869,0.0114308648,6.832594635239386,9.915564968051696,3.64026660823888,17.02031749815555,7.159765365539152,7.185685714401374,704_systematic,test,0.002922504,-2.534245,6.832774,2.28208,6.813681,-0.2587935,-0.998349,0.05743906,-0.9970006,0.07739406,7.18569,0.2744935,-0.961589,-0.001720535,-0.001135399,-0.001016606,,0.0003754254,0.01046408,,-0.001016606,1.033487759236e-06,0.001016606,-2.992847330996198,-2.5339477268318507
geom_175.out,0.00290889866,-4501.02598628,-4501.06468873,-1.053147847919624,-9002.09067501,-0.0185260144,7.779486331782826,9.895716211214072,3.829333173073088,16.91571911034642,6.909722033585649,6.115945695188047,704_systematic,train,0.002908899,-2.536271,7.779521,6.108712,-0.2980896,-5.760129e-05,-0.4311319,0.9022889,-0.4315086,0.9021088,6.11598,0.9810409,-0.193801,0.0006426245,-0.0001196278,-0.0001074745,,7.120352e-05,0.006390761,,-0.0001074745,1.155076815025e-08,0.0001074745,-3.968694562618954,-2.5359729138222313
geom_10.out,0.002857197,-4501.02042162,-4501.02052114,-0.0027080785231426,-9002.040942759999,0.0252397241,9.775981282337357,9.77840448546694,5.586543859408963,14.85714942794209,7.9845050990840996,0.2176792337124979,704_systematic,train,0.002857197,-2.54406,9.776236,0.2176421,0.002319581,-3.356131e-05,0.9969988,-0.07741667,0.996999,-0.07741408,0.2176545,0.9990915,0.04261657,4.46578e-07,-7.545654e-07,9.789003e-08,,-5.396168e-08,1.306127e-05,,9.789003e-08,9.5824579734009e-15,9.789003e-08,-7.009257101863665,-2.5437559205197857
geom_90.out,0.002857197,-4501.02037838,-4501.02037807,8.435519036720507e-06,-9002.04075645,-0.0054555999,4.999798629604279,9.848857801796104,5.2413923999830425,16.995285189445923,7.559447812327299,8.485400029663138,704_systematic,train,0.002857197,-2.54406,4.999799,6.115068,5.882853,1.0,1.0,6.383782e-16,1.0,0.0,8.4854,-0.9970054,0.07733152,0.0001589462,0.0001060805,9.577316e-05,,4.036926e-05,0.001096415,,9.577316e-05,9.172498176385601e-09,9.577316e-05,-4.018756178423141,-2.5437559205197857
geom_410.out,0.00284087016,-4501.02277846,-4501.06284306,-1.0902138564351906,-9002.08562152,-0.0112120211,7.886861133706904,8.024879928648465,4.52242838888246,13.607435871410011,6.562720610712908,1.481930945371089,704_systematic,test,0.00284087,-2.546549,7.886857,1.184342,0.8907237,0.4999545,0.5404253,-0.841392,-0.5655278,-0.8247292,1.481909,-0.8460522,0.5331001,0.0004980345,0.0001264078,0.0001136641,,-3.899208e-05,0.004110633,,0.0001136641,1.2919527628809998e-08,0.0001136641,-3.944376678666619,-2.5462429750205002
geom_173.out,0.0028299856,-4501.02516014,-4501.10658455,-2.21567219027894,-9002.13174469,-0.008654033,0.9331559538558788,8.27003363802929,3.5109163566455126,15.63158099332905,5.401489745379602,8.21721828479196,704_systematic,train,0.002829986,-2.548216,0.9333995,8.173733,0.8432517,0.7071054,-0.9237111,0.3830899,0.9970032,-0.07736031,8.217115,0.9166381,0.3997182,0.000829753,0.001095589,0.001003139,,-0.003376068,0.01879731,,0.001003139,1.0062878533209995e-06,0.001003139,-2.99863888434284,-2.5479089592649093
geom_63.out,0.00278100508,-4501.0220591,-4501.06100532,-1.0597811709099254,-9002.08306442,-0.0073675785,4.931725627864016,9.854885512403126,4.50824009748161,17.248742503334817,7.166766028078844,8.532107054769197,704_systematic,train,0.002781005,-2.555798,4.931783,6.250347,5.807624,0.7070844,-0.5195811,-0.8544211,-0.5655495,-0.8247143,8.532019,-0.9892444,0.1462723,-0.0005628589,-0.0003547065,-0.0003233633,,7.829159e-05,0.002560307,,-0.0003233633,1.0456382378689001e-07,0.0003233633,-3.4903092703837952,-2.5554860009192972
geom_247.out,0.0027755628,-4501.02002884,-4501.0202262,-0.0053704419075174,-9002.04025504,0.0217538138,8.777165323071573,9.178650685236477,4.924911636956038,15.131518549334237,7.359371452683714,2.684957596138505,704_systematic,train,0.002775563,-2.556649,8.777286,2.03745,1.749071,2.106085e-05,0.9969957,-0.07745669,0.9969997,-0.07740601,2.685228,-0.9541316,0.2993876,0.0002116548,2.245993e-05,1.997316e-05,,-1.33525e-05,0.002398927,,1.997316e-05,3.989271203856e-10,1.997316e-05,-4.699553197211427,-2.556336112986506
geom_411.out,0.00274563026,-4501.02042029,-4501.02052148,-0.0027535215507881,-9002.04094177,0.024190476,9.781011236203158,9.783430860020426,5.592794827293417,14.864025088010315,7.990102641843844,0.2175743322810925,704_systematic,train,0.00274563,-2.561358,9.781589,0.2175149,-0.004271728,4.561686e-11,0.9970136,-0.07722638,0.9970136,-0.07722637,0.2175569,0.9969169,-0.07846429,4.366721e-07,-3.750499e-07,-3.274677e-07,,-2.715453e-06,1.032738e-05,,-3.274677e-07,1.0723509454329001e-13,3.274677e-07,-6.484830204273431,-2.5610417093291398
43_ang_xy_job_006.out,0.00274290912,-4501.02399356,-4501.02399269,2.367391512507311e-05,-9002.04798625,0.0064412186,4.29988253278011,6.556675987114202,4.300581239902346,13.609984374370162,4.800574676775688,4.949849513297601,704_systematic,train,0.002742909,-2.561789,4.299883,3.567179,3.431654,1.0,1.0,5.134781e-16,1.0,0.0,4.94985,-0.9970026,0.07736861,0.0001531441,0.0001302126,0.0001473296,,-0.0003175859,0.002296142,,0.0001473296,2.1706011036160005e-08,0.0001473296,-3.8317099873092775,-2.561472029842627
geom_213.out,0.00272386114,-4501.02401151,-4501.08416174,-1.6367719686368298,-9002.108173249999,0.008149493,3.968074178062917,9.890407780355318,4.64503228263066,17.330821345336407,7.172716978297974,9.05950072460416,704_systematic,train,0.002723861,-2.564815,3.968026,9.055705,-0.2653507,0.8660052,-0.6955981,-0.7184311,-0.4315232,0.9021018,9.059592,0.9931429,-0.1169067,-0.0003173751,-9.81537e-05,-8.912341e-05,,2.817543e-05,0.00280872,,-8.912341e-05,7.942982210028099e-09,8.912341e-05,-4.05000820019852,-2.5644962716369943
5_ang_92.out,0.00270481316,-4501.02035159,-4501.02035131,7.619210418488365e-06,-9002.0407029,0.0052599965,5.000062132859043,10.470912090166738,5.062438064816201,18.383435982342903,7.227017775362117,9.199966231870045,704_systematic,train,0.002704813,-2.567863,5.000062,0.1780496,9.198243,1.0,1.0,6.52256e-16,1.0,0.0,9.199966,0.9970047,-0.07734069,0.0001662632,0.000113167,0.0001008882,,7.374999e-06,0.001148537,,0.0001008882,1.0178428899240001e-08,0.0001008882,-3.996159622070557,-2.5675417207279922
51_ang_xy_job_005.out,0.0026939286,-4501.0221148,-4501.02204819,0.0018125513657269,-9002.04416299,-0.0068763216,5.099899312629943,6.634003316248794,5.100661471750502,13.278987938491396,5.295961973739994,4.24276171862581,704_systematic,train,0.002693929,-2.569614,5.099899,3.057638,2.941407,1.0,1.0,5.134781e-16,1.0,0.0,4.242762,-0.9969991,0.07741286,0.0001292151,8.672588e-05,7.83244e-05,,-9.130705e-05,0.0009918465,,7.83244e-05,6.134711635360001e-09,7.83244e-05,-4.10610291777903,-2.5692916140049027
geom_135.out,0.0026667172,-4501.02009271,-4501.02024841,-0.0042368149689937,-9002.04034112,0.0235569832,8.776170756106925,9.788572298833577,4.762321253469782,15.64468830768913,7.377032286297519,4.335317117483518,704_systematic,test,0.002666717,-2.574023,8.776572,4.236127,0.9217463,-1.430858e-05,0.9970042,-0.07734759,0.9970017,-0.07737908,4.335249,0.6547017,0.7558873,8.407059e-05,6.169688e-05,5.51883e-05,,-7.997553e-06,0.0008489588,,5.51883e-05,3.04574845689e-09,5.51883e-05,-4.258152975706116,-2.573697445315789
geom_439.out,0.0026122944,-4501.0211142,-4501.02120079,-0.0023562351297339,-9002.04231499,-0.0129923502,6.780843433527526,9.909651830049327,4.290509829763824,16.458807692329962,7.639422767932143,7.226434924828884,704_systematic,train,0.002612294,-2.582978,6.781421,5.313117,4.89816,4.56169e-11,0.9970136,-0.07722638,0.9970136,-0.07722637,7.226422,-0.9868325,0.1617456,0.0001941435,6.153735e-05,6.040672e-05,,0.000257968,0.1976765,,6.040672e-05,3.6489718211584e-09,6.040672e-05,-4.2189147380208345,-2.5826455073843393
geom_365.out,0.00260957326,-4501.0222658,-4501.05996334,-1.0258028399423669,-9002.08222914,-0.0082415944,4.889951771737166,8.438621076415863,4.242946556157054,14.22408427396098,6.505053692658117,6.877404840593184,704_systematic,train,0.002609573,-2.583431,4.890342,6.245329,2.879774,0.4999999,0.9970123,0.07724237,0.9970127,-0.07723755,6.877299,-0.1567673,0.9876356,0.0002087154,0.0003037653,0.0002763777,,0.0002849689,0.004299109,,0.0002763777,7.638463305728998e-08,0.0002763777,-3.558497000094229,-2.5830977868028704
geom_121.out,0.00260957326,-4501.02140154,-4501.02186927,-0.0127275881304227,-9002.04327081,-0.0081411717,7.782717674737239,8.79628331034193,3.572704347199751,14.751602366793922,6.49750707931896,4.099256721789033,704_systematic,train,0.002609573,-2.583431,7.782735,3.059003,2.729513,4.706882e-05,0.997716,-0.06754803,0.9970094,-0.07728025,4.099724,-0.9742468,0.2254844,-0.001875393,0.0009103683,0.0008472034,,9.210104e-05,0.02110629,,0.0008472034,7.177536009715599e-07,0.0008472034,-3.0720123094721385,-2.5830977868028704
geom_420.out,0.00257691958,-4501.02036642,-4501.02037418,-0.0002111604582696,-9002.0407406,0.0096044424,4.999832027011373,8.665121809653458,5.043706400357281,15.85020810302786,6.291910693945759,7.077147425185047,704_systematic,train,0.00257692,-2.588899,4.999832,5.100853,4.9058,1.0,-0.4999999,-0.8660254,0.2159749,0.9763989,7.077116,-0.9969627,0.07788061,-0.000143847,-9.684043e-05,-8.942928e-05,,-0.0001435667,0.0008287117,,-8.942928e-05,7.997596121318402e-09,8.942928e-05,-4.04852026090585,-2.5885622005168853
5_ang_22_22.out,0.0024898431,-4501.0222811,-4501.02228077,8.979766029915481e-06,-9002.04456187,0.0046735391,4.999959722579013,5.280151512977634,5.01249903338644,11.15753981263791,5.123714592685662,1.6971749387106774,704_systematic,train,0.002489843,-2.603828,4.99996,1.223174,1.17654,1.0,1.0,2.081668e-16,1.0,0.0,1.697175,-0.9969811,0.07764434,-8.956715e-05,-5.226674e-05,-4.29095e-05,,0.0001268226,0.0006906545,,-4.29095e-05,1.84122519025e-09,4.29095e-05,-4.367446535903277,-2.6034793066956223
geom_501.out,0.0024898431,-4501.02247938,-4501.02249834,-0.000515928157299,-9002.044977720001,-0.0071150785,4.999805116842071,7.142542436082617,5.011310521677238,14.51479874480449,5.135262249657851,5.100770652052574,704_systematic,train,0.002489843,-2.603828,4.999805,5.020129,0.903453,1.0,0.4999994,0.8660257,0.9763998,-0.2159709,5.100777,0.7568997,0.6535311,0.0002044622,0.000130621,0.0001338211,,-4.257798e-05,0.00106126,,0.0001338211,1.7908086805210002e-08,0.0001338211,-3.873475401326581,-2.6034793066956223
geom_447.out,0.00247079512,-4501.01987214,-4501.01985387,0.0004971522918724,-9002.03972601,-0.0078753382,4.99979852335025,9.851348417139253,5.074884942312879,17.225034701197153,7.258858421386176,8.488290779761062,704_systematic,test,0.002470795,-2.607163,4.999799,6.117992,5.883906,1.0,-0.5,0.8660254,0.9535736,0.3011601,8.488238,-0.996959,0.07792731,-0.0001023589,-6.734019e-05,-6.325795e-05,,7.055158e-06,0.0006881893,,-6.325795e-05,4.001568238202501e-09,6.325795e-05,-4.1988848795054245,-2.6068118650133227
5_ang_40_40.out,0.00246535284,-4501.02150114,-4501.02150059,1.4966260217443053e-05,-9002.043001729999,-0.008256594,4.999865751677086,7.54983443527075,5.002133654641788,14.462398095426634,5.750934813341219,5.6569729065292975,704_systematic,train,0.002465353,-2.608121,4.999866,4.076779,3.921889,1.0,1.0,-2.498002e-16,1.0,0.0,5.656973,-0.9970024,0.07737062,0.0001848528,0.0001195322,0.0001243045,,-0.0001112047,0.001244588,,0.0001243045,1.545160872025e-08,0.0001243045,-3.905513145500976,-2.6077687404544068
md_106.out,0.00237283408,-4501.02354597,-4501.02768348,-0.1125874396130229,-9002.05122945,0.0066639402,5.007063483476778,7.624753346525316,4.662270195760859,15.22107514986517,5.211366908014633,5.750319892647922,slater_111_md,train,0.002372833,-2.624733,5.007058,5.748239,-0.1638542,0.9951054,0.1448077,-0.9894598,1.0,-1.63689e-06,5.750574,0.9935102,-0.1137429,0.0002272078,9.928682e-05,0.0001103721,0.00666394,-8.382705e-05,0.0086042,,0.0001103721,1.218200045841e-08,0.0001103721,-3.957140690311203,-2.6243667273686233
geom_368.out,0.00234834382,-4501.02002113,-4501.01990441,0.0031761146031984,-9002.03992554,0.0172351497,1.7759759406703752,9.598268575607376,5.003534224530298,15.345564461031891,7.295738026620473,9.43253248643502,704_systematic,train,0.002348344,-2.629238,1.776377,9.254242,1.824955,-1.430858e-05,0.9970042,-0.07734759,0.9970017,-0.07737908,9.432469,0.7117464,0.7024365,6.063093e-06,1.400242e-05,1.28866e-05,,-2.049613e-06,0.000596862,0.01549274,1.28866e-05,1.6606445956e-10,1.28866e-05,-4.889861618069832,-2.6288686023211736
5_ang_40.out,0.0023456226799999,-4501.02301219,-4501.02301135,2.285758175821684e-05,-9002.04602354,0.0056504916,5.000027011925456,6.4031242374328485,5.00065374980112,13.469614341802812,5.00065374980112,3.999966234859464,704_systematic,train,0.002345623,-2.629742,5.000027,0.07752642,3.999215,1.0,1.0,-2.359224e-16,1.0,0.0,3.999966,0.9969959,-0.07745428,0.000110149,7.287274e-05,6.934339e-05,,-0.0001037844,0.0008938308,,6.934339e-05,4.8085057366921014e-09,6.934339e-05,-4.158994924482635,-2.6293717034900252
geom_434.out,0.00234290154,-4501.02946558,-4501.00585993,0.6423427844047895,-9002.03532551,-0.0052455391,5.833761783434033,6.5136630290208455,2.528246150528267,13.157940905691094,4.865765916054944,2.897417731321732,704_systematic,train,0.002342902,-2.630246,5.833812,2.221028,1.860586,0.2587682,0.01850232,-0.9998288,-0.565527,-0.8247298,2.897369,-0.9385744,0.345077,0.01687223,0.01225578,0.01166678,,-0.008156855,0.1387615,,0.01166678,0.0001361137555684,0.01166678,-1.933048991491972,-2.6298753881439567
51_ang_xy_job_011.out,0.00231024786,-4501.02035518,-4501.0203549,7.619185669864237e-06,-9002.04071008,-0.0043993307,5.099798629520734,9.9,5.336860527557376,17.024971678995534,7.625956545070265,8.485402402852703,704_systematic,train,0.002310248,-2.636341,5.099799,6.115072,5.882852,1.0,1.0,-1.262879e-15,1.0,0.0,8.485402,-0.9970053,0.07733308,0.0001222098,8.139317e-05,7.348603e-05,,2.789569e-05,0.0008953246,,7.348603e-05,5.400196605160899e-09,7.348603e-05,-4.133795208346942,-2.635965613823892
geom_545.out,0.00227759418,-4501.02370722,-4501.06375189,-1.0896715332515436,-9002.08745911,-0.0039660123,4.991327147082313,5.465200970300452,4.042584143403573,12.018204198506572,4.880359628527799,2.2259997656271544,704_systematic,train,0.002277594,-2.642524,4.991292,1.083046,1.944679,0.9659135,0.4463663,-0.8948503,-0.9969932,0.077489,2.22593,-0.4455515,-0.8952563,-0.0007175055,-0.0006256768,-0.0005454822,,-0.0001404743,0.004119078,,-0.0005454822,2.9755083051684e-07,0.0005454822,-3.2632194158063386,-2.642142460487956
44_ang_xy_job_006.out,0.00226670962,-4501.02460576,-4501.02497777,-0.010122912922688,-9002.049583529999,-0.0054277615,4.399882532696565,6.622688275919379,4.400550761097978,13.641906636192758,4.890345512057405,4.949851886518593,704_systematic,train,0.00226671,-2.644604,4.399883,3.567183,3.431653,1.0,1.0,5.134781e-16,1.0,0.0,4.949852,-0.9970023,0.07737129,0.0001288968,0.0001033728,0.0001167961,,-0.0003038935,0.001795695,,0.0001167961,1.364132897521e-08,0.0001167961,-3.932571655018556,-2.644221087412537
5_ang_52.out,0.00222589252,-4501.02224841,-4501.02224782,1.6054729455208872e-05,-9002.04449623,0.0076970099,5.000035116756283,7.213875518748574,5.014198034481685,14.585971291515008,5.14672963399089,5.199966233659982,704_systematic,train,0.002225893,-2.652496,5.000035,0.1007241,5.198991,1.0,1.0,6.52256e-16,1.0,0.0,5.199966,0.9969995,-0.0774079,0.0001837521,0.0001236529,0.0001210268,,2.695534e-05,0.00104523,,0.0001210268,1.464748631824e-08,0.0001210268,-3.917118445902176,-2.652105764618972
geom_144.out,0.00218507542,-4501.0076993,-4501.08628512,-2.138430182340285,-9002.09398442,-0.0044012543,5.834636825308844,7.304822825200896,2.9906556414517205,13.844243702338854,5.218066120214749,4.395162070313895,704_systematic,train,0.002185075,-2.660534,5.835072,3.268304,2.938439,0.2588171,-0.1269525,-0.9919088,0.9970064,-0.07731908,4.395023,-0.977531,0.2107919,-0.001293104,0.001249273,0.001125253,,-0.004420333,,,0.001125253,1.2661943140090003e-06,0.001125253,-2.948749820143758,-2.6601362403162456
geom_509.out,0.00216602744,-4501.02318251,-4501.06142466,-1.0406224405061897,-9002.08460717,0.0074566786,6.969647666476319,7.046563052345308,4.979166072490552,12.116742055820698,6.117545079105671,1.0382977683974923,704_systematic,train,0.002166027,-2.664336,6.969556,1.031565,-0.1198495,0.8660011,0.2678517,-0.9634602,0.5653672,0.8248393,1.038503,0.8948707,-0.4463255,-0.0002444966,-0.0001526339,-0.0001397822,,1.291833e-05,0.001324532,,-0.0001397822,1.9539063436840005e-08,0.0001397822,-3.854548125440181,-2.6639352253784994
52_ang_xy_job_005.out,0.00216058516,-4501.02184971,-4501.02177828,0.0019437103125914,-9002.04362799,0.0055371223,5.199899312546398,6.711184694225008,5.200637792559678,13.317712366266212,5.3923255861733725,4.242764091883911,704_systematic,train,0.002160585,-2.665429,5.199899,3.057642,2.941406,1.0,1.0,5.134781e-16,1.0,0.0,4.242764,-0.9969989,0.07741598,9.852127e-05,6.604581e-05,5.969309e-05,,-7.861085e-05,0.0007907394,,5.969309e-05,3.5632649937480998e-09,5.969309e-05,-4.224075932090281,-2.6650267815325743
5_ang_94.out,0.00211976806,-4501.02026997,-4501.02026969,7.619210418488365e-06,-9002.04053966,0.0032198511,5.000063483664181,10.64706532336493,5.096967251228911,18.575541082749112,7.372708723759538,9.399966231818496,704_systematic,train,0.002119768,-2.673712,5.000063,0.1819159,9.398206,1.0,1.0,6.52256e-16,1.0,0.0,9.399966,0.9970049,-0.07733883,0.0001352869,9.22595e-05,8.186576e-05,,1.316017e-05,0.0008984963,,8.186576e-05,6.7020026603776006e-09,8.186576e-05,-4.0868976967482284,-2.673302092521187
geom_214.out,0.0020816721,-4501.0676222,-4501.08344947,-0.4306821748792312,-9002.15107167,-0.0049657165,5.969521291721205,9.200275880901888,4.042186159354242,16.489942032327555,6.434178995615058,7.000706523801166,704_systematic,test,0.002081672,-2.681588,5.969429,5.098793,4.79725,0.8660063,-0.7004511,-0.7137004,0.9970171,-0.07718132,7.000807,-0.9925858,0.1215456,-0.001711346,-0.0009464006,-0.0008478317,,-0.0002555252,0.01299293,,-0.0008478317,7.1881859152489e-07,0.0008478317,-3.071690348900166,-2.6811706233595203
51_ang_xy_job_007.out,0.00207078754,-4501.02146577,-4501.02146518,1.6054729455208872e-05,-9002.04293095,0.0072118624,5.09986575159354,7.616429609731846,5.102089091627075,14.497272180331027,5.838083009627391,5.656975279751827,704_systematic,train,0.002070788,-2.683864,5.099866,4.076783,3.921889,1.0,1.0,5.134781e-16,1.0,0.0,5.656975,-0.9970022,0.07737297,0.0001425699,9.105553e-05,9.472881e-05,,-9.499119e-05,0.0009433125,,9.472881e-05,8.9735474440161e-09,9.472881e-05,-4.023517913759728,-2.6834452106578497
geom_376.out,0.00206262412,-4501.07911676,-4501.08076228,-0.044776902934485,-9002.15987904,-0.0036584243,1.967743855124733,6.406610346063276,2.5246371545937047,14.18062941127773,3.703136565874259,6.096936956120167,704_systematic,test,0.002062624,-2.68558,1.967835,6.094486,-0.1708283,0.8660192,-0.6869643,0.7266912,-0.5655354,-0.824724,6.096879,0.9937244,-0.111856,-0.0120714,-0.008891509,-0.008695519,,0.002333389,,,-0.008695519,7.561205067936101e-05,0.008695519,-2.06070449157459,-2.685159003314464
geom_206.out,0.00203269158,-4501.02160457,-4501.06254006,-1.1139119925932224,-9002.08414463,0.0074888322,6.932569965343316,9.171750727436176,4.997400336806628,16.384056040929973,6.683524621650615,6.0050383081081,704_systematic,test,0.002032692,-2.691929,6.932532,5.999132,-0.2675294,0.7070918,0.03508414,0.9993844,0.9970072,-0.07730889,6.005095,0.9841536,-0.177318,0.0001276332,4.968412e-05,4.692528e-05,,1.38723e-05,0.0009398184,,4.692528e-05,2.2019819030784003e-09,4.692528e-05,-4.328593118037803,-2.6915014121170624
geom_50.out,0.00202180702,-4501.02054315,-4501.02046727,0.0020648010241882,-9002.04101042,0.0176395124,0.2193919060631626,10.219526378105789,6.026397359766447,15.276288409224277,8.415326971009502,10.217171163504798,704_systematic,train,0.002021807,-2.69426,0.2188144,10.21524,0.1975103,-4.561713e-11,0.9970136,0.07722638,0.9970136,0.07722637,10.21715,0.9970115,0.07725273,1.368817e-07,-9.32318e-08,-7.567602e-08,,8.819851e-07,1.906693e-06,,-7.567602e-08,5.7268600030404e-15,7.567602e-08,-7.121035977862039,-2.6938309019828544
geom_103.out,0.0020136436,-4501.02192052,-4501.06138638,-1.073921302799552,-9002.0833069,-0.0084238177,3.990798215922197,8.986513227040508,4.681448067688138,16.635739505238025,6.199396962694759,8.051766860731014,704_systematic,train,0.002013644,-2.696017,3.990836,8.04969,-0.1826522,0.9659227,-0.5494374,0.8355349,-0.5656354,-0.8246554,8.051762,0.9958853,-0.0906223,-0.0003193182,-0.0002429053,-0.0002282152,,-0.0001207684,0.0006605188,,-0.0002282152,5.208217751104e-08,0.0002282152,-3.641655431387784,-2.6955862560740496
geom_436.out,0.0020136436,-4501.02702674,-4501.06664023,-1.0779385217912394,-9002.09366697,-0.0077801761,3.834462058680016,8.228135907213492,3.921857115622776,13.511270143373272,6.222779606810208,7.280049534729789,704_systematic,train,0.002013644,-2.696017,3.834897,7.228813,0.8615021,0.2588171,-0.1269525,-0.9919088,0.9970064,-0.07731908,7.279967,0.8895365,0.4568642,-0.0002144668,0.0003566697,0.0003307622,,-0.0006396209,0.0161405,0.002713989,0.0003307622,1.0940363294884001e-07,0.0003307622,-3.480484126795058,-2.6955862560740496
geom_522.out,0.00200275904,-4501.02203253,-4501.0220212,0.0003083051436191,-9002.04405373,0.0046299624,4.999845383345988,6.482688457412712,5.009298837796763,13.56805914549056,5.009705750577473,4.126353811599996,704_systematic,train,0.002002759,-2.698371,4.999845,4.021709,0.9235036,1.0,-0.5,0.8660254,0.9535736,0.3011601,4.126379,0.6193621,0.7851055,0.0001966575,0.0001306703,0.0001287933,,3.711397e-05,0.001043985,,0.0001287933,1.6587714124890003e-08,0.0001287933,-3.8901067255972896,-2.6979378194962247
md_148.out,0.00197010536,-4501.02346012,-4501.02443677,-0.0265760138033814,-9002.047896889999,0.0032478495,4.745480450536948,5.0499628442503415,4.656590848570765,11.194883150037118,4.726316277191466,1.7270031910453,slater_111_md,train,0.001970104,-2.705511,4.745474,-0.5549507,1.635228,0.9995764,-0.7872706,0.6166076,1.0,-3.594884e-05,1.72683,0.2591036,0.9658495,3.848709e-05,3.160721e-07,-1.337862e-05,0.003247849,0.0003414974,0.0002735579,,-1.337862e-05,1.7898747310440002e-10,1.337862e-05,-4.873588649120875,-2.7050698865325877
geom_360.out,0.00196738422,-4501.02065291,-4501.02461034,-0.1076872107240367,-9002.04526325,-0.0061414465,5.991000586877822,6.713082386032589,5.3691713667911545,12.798811688689147,5.991105185223007,3.028759992090918,704_systematic,train,0.001967384,-2.706111,5.991038,3.026824,-0.107226,0.9659259,0.9983137,0.05804907,-0.4315864,0.9020716,3.028723,0.9899856,-0.1411686,0.0001145222,6.976194e-05,6.602374e-05,,1.241718e-05,0.000748314,,6.602374e-05,4.3591342435876e-09,6.602374e-05,-4.180299871559371,-2.705669546255267
geom_127.out,0.0019320094,-4501.06666995,-4501.08093258,-0.3881061299902459,-9002.14760253,0.0053951357,2.887507986561204,9.09218875446666,3.420589561332812,15.977802504928237,6.65811589663292,8.62149604038622,704_systematic,train,0.001932009,-2.713991,2.887849,6.304716,5.88031,0.4999982,-0.9563691,-0.292161,0.9970051,-0.07733558,8.621339,-0.9903184,0.1388143,0.0008633165,0.001424789,0.001269925,,0.000472041,0.02039405,,0.001269925,1.6127095056250003e-06,0.001269925,-2.8962219267713145,-2.713541419416301
geom_162.out,0.00192656712,-4501.06833408,-4501.05711796,0.3052063277548597,-9002.12545204,0.0036556533,0.1144523484320593,7.46658210355046,2.581981938777264,14.43856606514307,4.898501198198281,7.465704854131215,704_systematic,train,0.001926567,-2.715216,0.1143401,7.228413,-1.867207,-0.499971,0.9992473,0.03879321,0.9969959,0.07745395,7.465683,0.5308813,-0.8474462,0.0005374522,0.002363076,0.002235085,,0.0004395336,,,0.002235085,4.995604957225e-06,0.002235085,-2.65070595585943,-2.714765241766377
